Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Product_Name,Category,Sub_Category,Sales,Quantity,Discount,Profit,profit_pred,residuals
CA-2017-145884,2017-10-21,2017-10-21,Same Day,SL-20155,Sara Luxemburg,Home Office,United States,Jacksonville,Florida,32216,South,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Furniture,Tables,262.11,1,0.0,62.9064,60.4795079999999,-2.0279224758612386
CA-2017-145884,2017-10-21,2017-10-21,Same Day,SL-20155,Sara Luxemburg,Home Office,United States,Muskogee,Oklahoma,74403,Central,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Furniture,Tables,262.11,1,0.0,62.9064,60.4795079999999,-2.0279224758612386
US-2017-133081,2017-03-11,2017-03-15,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,Cambridge,Massachusetts,2138,East,FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,Furnishings,26.72,1,0.0,11.7568,11.41299200000001,-39.579099869729234
US-2017-133081,2017-03-11,2017-03-15,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,League City,Texas,77573,Central,FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,Furnishings,26.72,1,0.0,11.7568,11.41299200000001,-39.579099869729234
US-2017-133081,2017-03-11,2017-03-15,Standard Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",Furniture,Furnishings,26.72,1,0.0,11.7568,11.41299200000001,-39.579099869729234
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,Chairs,89.99,1,0.0,17.0981,16.71280699999998,-37.89289226231163
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,Chicago,Illinois,60610,Central,FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,Chairs,89.99,1,0.0,17.0981,16.71280699999998,-37.89289226231163
CA-2015-115742,2015-04-18,2015-04-22,Standard Class,DP-13000,Darren Powers,Consumer,United States,Carrollton,Texas,75007,Central,FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,Chairs,89.99,1,0.0,17.0981,16.71280699999998,-37.89289226231163
US-2014-117135,2014-06-21,2014-06-23,Second Class,NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings,104.01,1,0.0,14.5614,19.443694000000008,-41.2395242260228
US-2014-117135,2014-06-21,2014-06-23,Second Class,NP-18325,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings,104.01,1,0.0,14.5614,19.443694000000008,-41.2395242260228
US-2014-117135,2014-06-21,2014-06-23,Second Class,NP-18325,Naresj Patel,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings,104.01,1,0.0,14.5614,19.443694000000008,-41.2395242260228
CA-2017-102519,2017-11-27,2017-11-29,First Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035,East,FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,46.94,1,0.0,19.2454,19.131112000000016,-33.25860431382621
CA-2017-102519,2017-11-27,2017-11-29,First Class,BM-11650,Brian Moss,Corporate,United States,New York City,New York,10035,East,FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,46.94,1,0.0,19.2454,19.131112000000016,-33.25860431382621
CA-2017-102519,2017-11-27,2017-11-29,First Class,BM-11650,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,46.94,1,0.0,19.2454,19.131112000000016,-33.25860431382621
CA-2017-102519,2017-11-27,2017-11-29,First Class,BM-11650,Brian Moss,Corporate,United States,Milwaukee,Wisconsin,53209,Central,FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,46.94,1,0.0,19.2454,19.131112000000016,-33.25860431382621
CA-2017-102519,2017-11-27,2017-11-29,First Class,BM-11650,Brian Moss,Corporate,United States,San Diego,California,92037,West,FUR-FU-10004091,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",Furniture,Furnishings,46.94,1,0.0,19.2454,19.131112000000016,-33.25860431382621
CA-2017-102519,2017-11-27,2017-11-29,First Class,BM-11650,Brian Moss,Corporate,United States,San Diego,California,92037,West,FUR-FU-10004091,"Eldon 200 Class Desk Accessories, Black",Furniture,Furnishings,46.94,1,0.0,19.2454,19.131112000000016,-33.25860431382621
CA-2015-122406,2015-08-02,2015-08-05,Second Class,BE-11455,Brad Eason,Home Office,United States,Providence,Rhode Island,2908,East,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,110.98,1,0.0,15.5372,17.883690000000005,-40.66637941768235
CA-2015-122406,2015-08-02,2015-08-05,Second Class,BE-11455,Brad Eason,Home Office,United States,Lorain,Ohio,44052,East,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,110.98,1,0.0,15.5372,17.883690000000005,-40.66637941768235
CA-2017-163818,2017-10-04,2017-10-08,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Clinton,Maryland,20735,East,FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings,19.98,1,0.0,8.5914,8.591400000000014,-42.35513172169691
CA-2017-163818,2017-10-04,2017-10-08,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Chicago,Illinois,60610,Central,FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings,19.98,1,0.0,8.5914,8.591400000000014,-42.35513172169691
CA-2017-163818,2017-10-04,2017-10-08,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings,19.98,1,0.0,8.5914,8.591400000000014,-42.35513172169691
CA-2017-163818,2017-10-04,2017-10-08,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Los Angeles,California,90049,West,FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings,19.98,1,0.0,8.5914,8.591400000000014,-42.35513172169691
CA-2017-163818,2017-10-04,2017-10-08,Standard Class,PS-18970,Paul Stevenson,Home Office,United States,Seattle,Washington,98105,West,FUR-FU-10000076,24-Hour Round Wall Clock,Furniture,Furnishings,19.98,1,0.0,8.5914,8.591400000000014,-42.35513172169691
CA-2016-115756,2016-09-05,2016-09-07,Second Class,PK-19075,Pete Kriz,Consumer,United States,New York City,New York,10011,East,FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,12.22,1,0.0,3.666,3.6868509999999977,-46.83223842366562
CA-2016-115756,2016-09-05,2016-09-07,Second Class,PK-19075,Pete Kriz,Consumer,United States,Columbus,Ohio,43229,East,FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,12.22,1,0.0,3.666,3.6868509999999977,-46.83223842366562
CA-2016-115756,2016-09-05,2016-09-07,Second Class,PK-19075,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,12.22,1,0.0,3.666,3.6868509999999977,-46.83223842366562
CA-2016-115756,2016-09-05,2016-09-07,Second Class,PK-19075,Pete Kriz,Consumer,United States,Apple Valley,California,92307,West,FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,12.22,1,0.0,3.666,3.6868509999999977,-46.83223842366562
CA-2016-115756,2016-09-05,2016-09-07,Second Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,12.22,1,0.0,3.666,3.6868509999999977,-46.83223842366562
CA-2015-148964,2015-05-26,2015-05-31,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Bloomington,Indiana,47401,Central,FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,Furnishings,20.24,1,0.0,7.8936,8.320015619047622,-43.067951857971146
CA-2015-148964,2015-05-26,2015-05-31,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,San Diego,California,92037,West,FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,Furnishings,20.24,1,0.0,7.8936,8.320015619047622,-43.067951857971146
CA-2015-148964,2015-05-26,2015-05-31,Standard Class,RD-19900,Ruben Dartt,Consumer,United States,Bellevue,Washington,98006,West,FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,Furnishings,20.24,1,0.0,7.8936,8.320015619047622,-43.067951857971146
US-2017-147886,2017-03-28,2017-03-31,First Class,DH-13075,Dave Hallsten,Corporate,United States,Los Angeles,California,90045,West,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,26.48,1,0.0,10.0624,9.740928000000016,-41.259635128553
US-2017-147886,2017-03-28,2017-03-31,First Class,DH-13075,Dave Hallsten,Corporate,United States,Fairfield,California,94533,West,FUR-FU-10001095,DAX Black Cherry Wood-Tone Poster Frame,Furniture,Furnishings,26.48,1,0.0,10.0624,9.740928000000016,-41.259635128553
CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Furnishings,107.53,1,0.0,21.506,20.842794000000026,-34.498273763274106
CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",Furniture,Furnishings,107.53,1,0.0,21.506,20.842794000000026,-34.498273763274106
US-2017-158526,2017-12-29,2018-01-01,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,300.98,1,0.0,87.2842,86.3423812941177,20.104367151139257
US-2017-158526,2017-12-29,2018-01-01,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Louisville,Kentucky,40214,South,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,300.98,1,0.0,87.2842,86.3423812941177,20.104367151139257
US-2017-158526,2017-12-29,2018-01-01,Second Class,KH-16360,Katherine Hughes,Consumer,United States,Houston,Texas,77070,Central,FUR-CH-10004495,"Global Leather and Oak Executive Chair, Black",Furniture,Chairs,300.98,1,0.0,87.2842,86.3423812941177,20.104367151139257
CA-2017-119578,2017-12-22,2017-12-27,Second Class,JG-15310,Jason Gross,Corporate,United States,Providence,Rhode Island,2908,East,FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,220.98,1,0.0,50.8254,50.8254,-11.732852456785622
CA-2017-119578,2017-12-22,2017-12-27,Second Class,JG-15310,Jason Gross,Corporate,United States,Odessa,Texas,79762,Central,FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,220.98,1,0.0,50.8254,50.8254,-11.732852456785622
CA-2017-119578,2017-12-22,2017-12-27,Second Class,JG-15310,Jason Gross,Corporate,United States,Los Angeles,California,90032,West,FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,220.98,1,0.0,50.8254,50.8254,-11.732852456785622
CA-2017-119578,2017-12-22,2017-12-27,Second Class,JG-15310,Jason Gross,Corporate,United States,Long Beach,California,90805,West,FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,220.98,1,0.0,50.8254,50.8254,-11.732852456785622
CA-2017-105809,2017-02-20,2017-02-23,First Class,HW-14935,Helen Wasserman,Corporate,United States,Indianapolis,Indiana,46203,Central,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,22.23,1,0.0,7.3359,8.074346021428578,-43.740613670224015
CA-2017-105809,2017-02-20,2017-02-23,First Class,HW-14935,Helen Wasserman,Corporate,United States,Chicago,Illinois,60653,Central,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,22.23,1,0.0,7.3359,8.074346021428578,-43.740613670224015
CA-2017-105809,2017-02-20,2017-02-23,First Class,HW-14935,Helen Wasserman,Corporate,United States,Tulsa,Oklahoma,74133,Central,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,22.23,1,0.0,7.3359,8.074346021428578,-43.740613670224015
CA-2017-105809,2017-02-20,2017-02-23,First Class,HW-14935,Helen Wasserman,Corporate,United States,San Diego,California,92105,West,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,22.23,1,0.0,7.3359,8.074346021428578,-43.740613670224015
CA-2017-142888,2017-11-21,2017-11-25,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90004,West,FUR-TA-10004767,Safco Drafting Table,Furniture,Tables,70.98,1,0.0,20.5842,11.359081066666668,-33.308589221644795
CA-2017-142888,2017-11-21,2017-11-25,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10004767,Safco Drafting Table,Furniture,Tables,70.98,1,0.0,20.5842,11.359081066666668,-33.308589221644795
CA-2017-142888,2017-11-21,2017-11-25,Standard Class,BP-11230,Benjamin Patterson,Consumer,United States,Spokane,Washington,99207,West,FUR-TA-10004767,Safco Drafting Table,Furniture,Tables,70.98,1,0.0,20.5842,11.359081066666668,-33.308589221644795
CA-2015-122973,2015-07-18,2015-07-20,Second Class,PJ-19015,Pauline Johnson,Consumer,United States,New York City,New York,10024,East,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,7.38,1,0.0,2.1402,2.275377999999996,-48.07843280994508
CA-2015-122973,2015-07-18,2015-07-20,Second Class,PJ-19015,Pauline Johnson,Consumer,United States,Mobile,Alabama,36608,South,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,7.38,1,0.0,2.1402,2.275377999999996,-48.07843280994508
CA-2015-122973,2015-07-18,2015-07-20,Second Class,PJ-19015,Pauline Johnson,Consumer,United States,Santa Ana,California,92704,West,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,7.38,1,0.0,2.1402,2.275377999999996,-48.07843280994508
CA-2017-107874,2017-11-21,2017-11-25,Standard Class,SW-20275,Scott Williamson,Consumer,United States,New York City,New York,10035,East,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,Furniture,Furnishings,27.42,1,0.0,11.2422,10.962440000000008,-40.13413869815989
CA-2017-142643,2017-10-15,2017-10-20,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Detroit,Michigan,48227,Central,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,22.72,1,0.0,9.3152,9.057672450000004,-41.78962085012547
CA-2017-142643,2017-10-15,2017-10-20,Standard Class,DL-13495,Dionis Lloyd,Corporate,United States,Thousand Oaks,California,91360,West,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,22.72,1,0.0,9.3152,9.057672450000004,-41.78962085012547
CA-2017-126242,2017-11-19,2017-11-24,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Furnishings,18.7,1,0.0,7.106,7.0970919999999955,-43.7665864354237
CA-2017-126242,2017-11-19,2017-11-24,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Medina,Ohio,44256,East,FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Furnishings,18.7,1,0.0,7.106,7.0970919999999955,-43.7665864354237
CA-2017-126242,2017-11-19,2017-11-24,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Furnishings,18.7,1,0.0,7.106,7.0970919999999955,-43.7665864354237
CA-2017-126242,2017-11-19,2017-11-24,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Houston,Texas,77041,Central,FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Furnishings,18.7,1,0.0,7.106,7.0970919999999955,-43.7665864354237
CA-2017-126242,2017-11-19,2017-11-24,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,El Paso,Texas,79907,Central,FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Furnishings,18.7,1,0.0,7.106,7.0970919999999955,-43.7665864354237
CA-2017-126242,2017-11-19,2017-11-24,Standard Class,MC-18100,Mick Crebagga,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10002685,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",Furniture,Furnishings,18.7,1,0.0,7.106,7.0970919999999955,-43.7665864354237
CA-2014-141607,2014-12-12,2014-12-17,Standard Class,WB-21850,William Brown,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,43.31,1,0.0,4.331,4.606672000000004,-47.96330010353581
CA-2014-141607,2014-12-12,2014-12-17,Standard Class,WB-21850,William Brown,Consumer,United States,La Porte,Texas,77571,Central,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,43.31,1,0.0,4.331,4.606672000000004,-47.96330010353581
CA-2014-141607,2014-12-12,2014-12-17,Standard Class,WB-21850,William Brown,Consumer,United States,Los Angeles,California,90045,West,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,43.31,1,0.0,4.331,4.606672000000004,-47.96330010353581
CA-2014-141607,2014-12-12,2014-12-17,Standard Class,WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,43.31,1,0.0,4.331,4.606672000000004,-47.96330010353581
CA-2014-141607,2014-12-12,2014-12-17,Standard Class,WB-21850,William Brown,Consumer,United States,Concord,California,94521,West,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furniture,Furnishings,43.31,1,0.0,4.331,4.606672000000004,-47.96330010353581
CA-2017-156776,2017-08-07,2017-08-11,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,51.75,1,0.0,15.525,15.52500000000002,-37.256876834899735
CA-2017-156776,2017-08-07,2017-08-11,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,FUR-FU-10004848,DAX Solid Wood Frames,Furniture,Furnishings,51.75,1,0.0,15.525,15.52500000000002,-37.256876834899735
CA-2017-156776,2017-08-07,2017-08-11,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,92683,West,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,51.75,1,0.0,15.525,15.52500000000002,-37.256876834899735
CA-2017-156776,2017-08-07,2017-08-11,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Westminster,California,92683,West,FUR-FU-10004848,DAX Solid Wood Frames,Furniture,Furnishings,51.75,1,0.0,15.525,15.52500000000002,-37.256876834899735
CA-2016-157588,2016-07-14,2016-07-19,Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,51.75,1,0.0,15.525,15.52500000000002,-37.256876834899735
CA-2016-157588,2016-07-14,2016-07-19,Standard Class,AR-10570,Anemone Ratner,Consumer,United States,Columbus,Georgia,31907,South,FUR-FU-10004848,DAX Solid Wood Frames,Furniture,Furnishings,51.75,1,0.0,15.525,15.52500000000002,-37.256876834899735
CA-2016-120873,2016-10-27,2016-11-01,Second Class,BW-11200,Ben Wallace,Consumer,United States,New York City,New York,10011,East,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,290.98,1,0.0,75.6548,74.62342400000006,9.052664700148654
CA-2016-120873,2016-10-27,2016-11-01,Second Class,BW-11200,Ben Wallace,Consumer,United States,Hampton,Virginia,23666,South,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,290.98,1,0.0,75.6548,74.62342400000006,9.052664700148654
CA-2016-120873,2016-10-27,2016-11-01,Second Class,BW-11200,Ben Wallace,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,290.98,1,0.0,75.6548,74.62342400000006,9.052664700148654
