Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,NewCustomerID
TS-21655,Trudy Schmidt,Consumer,United States,Fayetteville,Arkansas,72701,South,TS-21655-1
AB-10165,Alan Barnes,Consumer,United States,Decatur,Illinois,62521,Central,AB-10165-0
AB-10165,Alan Barnes,Consumer,United States,Lakewood,California,90712,West,AB-10165-1
AS-10285,Alejandro Savely,Corporate,United States,Noblesville,Indiana,46060,Central,AS-10285-0
AS-10285,Alejandro Savely,Corporate,United States,Seattle,Washington,98103,West,AS-10285-1
AW-10930,Arthur Wiediger,Home Office,United States,Helena,Montana,59601,West,AW-10930-0
AW-10930,Arthur Wiediger,Home Office,United States,Houston,Texas,77070,Central,AW-10930-1
CM-12715,Craig Molinari,Corporate,United States,Houston,Texas,77070,Central,CM-12715-0
CM-12715,Craig Molinari,Corporate,United States,Philadelphia,Pennsylvania,19140,East,CM-12715-1
CM-12715,Craig Molinari,Corporate,United States,Seattle,Washington,98103,West,CM-12715-2
CR-12625,Corey Roper,Home Office,United States,Columbus,Georgia,31907,South,CR-12625-0
JC-15385,Jenna Caffey,Consumer,United States,Kent,Washington,98031,West,JC-15385-0
NB-18655,Nona Balk,Corporate,United States,Jacksonville,Florida,32216,South,NB-18655-0
NB-18655,Nona Balk,Corporate,United States,Milwaukee,Wisconsin,53209,Central,NB-18655-1
NB-18655,Nona Balk,Corporate,United States,New York City,New York,10011,East,NB-18655-2
SU-20665,Stephanie Ulpright,Home Office,United States,Chicago,Illinois,60610,Central,SU-20665-0
SU-20665,Stephanie Ulpright,Home Office,United States,Seattle,Washington,98103,West,SU-20665-1
SV-20815,Stuart Van,Corporate,United States,Houston,Texas,77041,Central,SV-20815-0
AH-10465,Amy Hunt,Consumer,United States,Dallas,Texas,75217,Central,AH-10465-0
AH-10465,Amy Hunt,Consumer,United States,San Francisco,California,94109,West,AH-10465-1
BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90004,West,BP-11230-0
BP-11230,Benjamin Patterson,Consumer,United States,Los Angeles,California,90045,West,BP-11230-1
BP-11230,Benjamin Patterson,Consumer,United States,Spokane,Washington,99207,West,BP-11230-2
BW-11110,Bart Watters,Corporate,United States,Houston,Texas,77070,Central,BW-11110-0
BW-11110,Bart Watters,Corporate,United States,New York City,New York,10024,East,BW-11110-1
BW-11110,Bart Watters,Corporate,United States,San Diego,California,92105,West,BW-11110-2
BW-11110,Bart Watters,Corporate,United States,Spokane,Washington,99207,West,BW-11110-3
DP-13000,Darren Powers,Consumer,United States,Carrollton,Texas,75007,Central,DP-13000-0
DP-13000,Darren Powers,Consumer,United States,Chicago,Illinois,60610,Central,DP-13000-1
DP-13000,Darren Powers,Consumer,United States,New Albany,Indiana,47150,Central,DP-13000-2
HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,85234,West,HR-14830-0
HR-14830,Harold Ryan,Corporate,United States,New York City,New York,10035,East,HR-14830-1
HR-14830,Harold Ryan,Corporate,United States,Philadelphia,Pennsylvania,19140,East,HR-14830-2
JD-15895,Jonathan Doherty,Corporate,United States,Belleville,New Jersey,7109,East,JD-15895-0
JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,10024,East,JD-15895-1
JD-15895,Jonathan Doherty,Corporate,United States,New York City,New York,10035,East,JD-15895-2
JD-15895,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,JD-15895-3
JH-15985,Joseph Holt,Consumer,United States,Concord,North Carolina,28027,South,JH-15985-0
NC-18415,Nathan Cano,Consumer,United States,Houston,Texas,77095,Central,NC-18415-0
NC-18415,Nathan Cano,Consumer,United States,Jacksonville,North Carolina,28540,South,NC-18415-1
RD-19930,Russell D'Ascenzo,Consumer,United States,Chicago,Illinois,60623,Central,RD-19930-0
RD-19930,Russell D'Ascenzo,Consumer,United States,Dallas,Texas,75217,Central,RD-19930-1
LC-16870,Lena Cacioppo,Consumer,United States,Aurora,Colorado,80013,West,LC-16870-0
LC-16870,Lena Cacioppo,Consumer,United States,Chicago,Illinois,60623,Central,LC-16870-1
LC-16870,Lena Cacioppo,Consumer,United States,Richmond,Virginia,23223,South,LC-16870-2
LC-16870,Lena Cacioppo,Consumer,United States,Thornton,Colorado,80229,West,LC-16870-3
MG-18205,Mitch Gastineau,Corporate,United States,Jacksonville,Florida,32216,South,MG-18205-0
MH-17440,Mark Haberlin,Corporate,United States,Houston,Texas,77036,Central,MH-17440-0
SC-20050,Sample Company A,Home Office,United States,Burbank,California,91505,West,SC-20050-0
SC-20050,Sample Company A,Home Office,United States,Henderson,Kentucky,42420,South,SC-20050-1
SC-20050,Sample Company A,Home Office,United States,Hialeah,Florida,33012,South,SC-20050-2
SC-20050,Sample Company A,Home Office,United States,Norwich,Connecticut,6360,East,SC-20050-3
CM-12385,Christopher Martinez,Consumer,United States,Chicago,Illinois,60610,Central,CM-12385-0
JM-15865,John Murray,Consumer,United States,Las Vegas,Nevada,89115,West,JM-15865-0
JM-15865,John Murray,Consumer,United States,San Angelo,Texas,76903,Central,JM-15865-1
KN-16450,Kean Nguyen,Corporate,United States,Baltimore,Maryland,21215,East,KN-16450-0
KN-16450,Kean Nguyen,Corporate,United States,Redondo Beach,California,90278,West,KN-16450-1
RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,RL-19615-0
RL-19615,Rob Lucas,Consumer,United States,Los Angeles,California,90008,West,RL-19615-1
RL-19615,Rob Lucas,Consumer,United States,Philadelphia,Pennsylvania,19120,East,RL-19615-2
TB-21280,Toby Braunhardt,Consumer,United States,Washington,District of Columbia,20016,East,TB-21280-0
TC-21145,Theresa Coyne,Corporate,United States,Lakewood,New Jersey,8701,East,TC-21145-0
VB-21745,Victoria Brennan,Corporate,United States,Rochester,New York,14609,East,VB-21745-0
AS-10090,Adam Shillingsburg,Consumer,United States,New York City,New York,10011,East,AS-10090-0
AS-10090,Adam Shillingsburg,Consumer,United States,New York City,New York,10035,East,AS-10090-1
AS-10090,Adam Shillingsburg,Consumer,United States,Philadelphia,Pennsylvania,19143,East,AS-10090-2
AS-10090,Adam Shillingsburg,Consumer,United States,Springfield,Missouri,65807,Central,AS-10090-3
BD-11770,Bryan Davis,Consumer,United States,New York City,New York,10024,East,BD-11770-0
CK-12595,Clytie Kelty,Consumer,United States,Los Angeles,California,90032,West,CK-12595-0
CK-12595,Clytie Kelty,Consumer,United States,Philadelphia,Pennsylvania,19134,East,CK-12595-1
CK-12595,Clytie Kelty,Consumer,United States,San Diego,California,92024,West,CK-12595-2
DV-13045,Darrin Van Huff,Corporate,United States,Jacksonville,Florida,32216,South,DV-13045-0
DV-13045,Darrin Van Huff,Corporate,United States,Memphis,Tennessee,38109,South,DV-13045-1
DV-13045,Darrin Van Huff,Corporate,United States,Philadelphia,Pennsylvania,19143,East,DV-13045-2
EL-13735,Ed Ludwig,Home Office,United States,Jefferson City,Missouri,65109,Central,EL-13735-0
FC-14245,Frank Carlisle,Home Office,United States,Sacramento,California,95823,West,FC-14245-0
HJ-14875,Heather Jas,Home Office,United States,Seattle,Washington,98105,West,HJ-14875-0
ML-17755,Max Ludwig,Home Office,United States,Stockton,California,95207,West,ML-17755-0
ML-17755,Max Ludwig,Home Office,United States,Suffolk,Virginia,23434,South,ML-17755-1
MN-17935,Michael Nguyen,Consumer,United States,New York City,New York,10009,East,MN-17935-0
SC-20305,Sean Christensen,Consumer,United States,Beaumont,Texas,77705,Central,SC-20305-0
SC-20305,Sean Christensen,Consumer,United States,Los Angeles,California,90036,West,SC-20305-1
SC-20305,Sean Christensen,Consumer,United States,Philadelphia,Pennsylvania,19140,East,SC-20305-2
SC-20305,Sean Christensen,Consumer,United States,San Jose,California,95123,West,SC-20305-3
TB-21625,Trudy Brown,Consumer,United States,Grand Prairie,Texas,75051,Central,TB-21625-0
TB-21625,Trudy Brown,Consumer,United States,New York City,New York,10009,East,TB-21625-1
TB-21625,Trudy Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TB-21625-2
TB-21625,Trudy Brown,Consumer,United States,San Francisco,California,94110,West,TB-21625-3
TM-21010,Tamara Manning,Consumer,United States,Marion,Iowa,52302,Central,TM-21010-0
TM-21010,Tamara Manning,Consumer,United States,Orem,Utah,84057,West,TM-21010-1
AG-10900,Arthur Gainer,Consumer,United States,Chicago,Illinois,60623,Central,AG-10900-0
AG-10900,Arthur Gainer,Consumer,United States,Coral Springs,Florida,33065,South,AG-10900-1
AG-10900,Arthur Gainer,Consumer,United States,Dallas,Texas,75217,Central,AG-10900-2
AG-10900,Arthur Gainer,Consumer,United States,Eau Claire,Wisconsin,54703,Central,AG-10900-3
AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,AG-10900-4
AG-10900,Arthur Gainer,Consumer,United States,Waterbury,Connecticut,6708,East,AG-10900-5
GT-14755,Guy Thornton,Consumer,United States,Long Beach,California,90805,West,GT-14755-0
LL-16840,Lauren Leatherbury,Consumer,United States,Rochester,New York,14609,East,LL-16840-0
LL-16840,Lauren Leatherbury,Consumer,United States,Waynesboro,Virginia,22980,South,LL-16840-1
MT-18070,Michelle Tran,Home Office,United States,Houston,Texas,77041,Central,MT-18070-0
MT-18070,Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,MT-18070-1
MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10011,East,MW-18220-0
MY-17380,Maribeth Yedwab,Corporate,United States,New York City,New York,10011,East,MY-17380-0
MY-17380,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,MY-17380-1
RA-19885,Ruben Ausman,Corporate,United States,Decatur,Alabama,35601,South,RA-19885-0
RA-19885,Ruben Ausman,Corporate,United States,San Francisco,California,94109,West,RA-19885-1
RB-19465,Rick Bensley,Home Office,United States,Detroit,Michigan,48227,Central,RB-19465-0
RB-19465,Rick Bensley,Home Office,United States,Fremont,Nebraska,68025,Central,RB-19465-1
RB-19465,Rick Bensley,Home Office,United States,Philadelphia,Pennsylvania,19143,East,RB-19465-2
RB-19465,Rick Bensley,Home Office,United States,Seattle,Washington,98103,West,RB-19465-3
RB-19465,Rick Bensley,Home Office,United States,Tulsa,Oklahoma,74133,Central,RB-19465-4
RB-19465,Rick Bensley,Home Office,United States,Vallejo,California,94591,West,RB-19465-5
SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,SM-20320-0
SM-20320,Sean Miller,Home Office,United States,Lafayette,Indiana,47905,Central,SM-20320-1
AC-10420,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,AC-10420-0
CL-12565,Clay Ludtke,Consumer,United States,Gresham,Oregon,97030,West,CL-12565-0
CL-12565,Clay Ludtke,Consumer,United States,Reading,Pennsylvania,19601,East,CL-12565-1
CL-12565,Clay Ludtke,Consumer,United States,Seattle,Washington,98115,West,CL-12565-2
CL-12565,Clay Ludtke,Consumer,United States,Tulsa,Oklahoma,74133,Central,CL-12565-3
FO-14305,Frank Olsen,Consumer,United States,Harrisonburg,Virginia,22801,South,FO-14305-0
MG-17890,Michael Granlund,Home Office,United States,Baltimore,Maryland,21215,East,MG-17890-0
MG-17890,Michael Granlund,Home Office,United States,Fresno,California,93727,West,MG-17890-1
MG-17890,Michael Granlund,Home Office,United States,Saint Charles,Illinois,60174,Central,MG-17890-2
MG-17890,Michael Granlund,Home Office,United States,Tigard,Oregon,97224,West,MG-17890-3
RD-19660,Robert Dilbeck,Home Office,United States,Oakland,California,94601,West,RD-19660-0
RD-19660,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,63376,Central,RD-19660-1
RF-19345,Randy Ferguson,Corporate,United States,Dover,New Hampshire,3820,East,RF-19345-0
RF-19345,Randy Ferguson,Corporate,United States,East Point,Georgia,30344,South,RF-19345-1
RF-19345,Randy Ferguson,Corporate,United States,Marietta,Georgia,30062,South,RF-19345-2
RF-19345,Randy Ferguson,Corporate,United States,Phoenix,Arizona,85023,West,RF-19345-3
SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,SB-20170-0
SW-20755,Steven Ward,Corporate,United States,New York City,New York,10009,East,SW-20755-0
TP-21415,Tom Prescott,Consumer,United States,Dallas,Texas,75081,Central,TP-21415-0
TP-21415,Tom Prescott,Consumer,United States,Freeport,New York,11520,East,TP-21415-1
TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,77070,Central,TP-21415-2
TP-21415,Tom Prescott,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TP-21415-3
EH-14005,Erica Hernandez,Home Office,United States,Lansing,Michigan,48911,Central,EH-14005-0
JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,JL-15850-0
SG-20470,Sheri Gordon,Consumer,United States,Atlanta,Georgia,30318,South,SG-20470-0
SG-20470,Sheri Gordon,Consumer,United States,New York City,New York,10011,East,SG-20470-1
SG-20470,Sheri Gordon,Consumer,United States,New York City,New York,10024,East,SG-20470-2
SG-20470,Sheri Gordon,Consumer,United States,Wilson,North Carolina,27893,South,SG-20470-3
ST-20530,Shui Tom,Consumer,United States,Philadelphia,Pennsylvania,19140,East,ST-20530-0
AY-10555,Andy Yotov,Corporate,United States,Los Angeles,California,90049,West,AY-10555-0
AY-10555,Andy Yotov,Corporate,United States,Oceanside,California,92054,West,AY-10555-1
HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,HL-15040-0
HL-15040,Hunter Lopez,Consumer,United States,Milwaukee,Wisconsin,53209,Central,HL-15040-1
JO-15280,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,West,JO-15280-0
JO-15280,Jas O'Carroll,Consumer,United States,San Diego,California,92037,West,JO-15280-1
KB-16585,Ken Black,Corporate,United States,Hialeah,Florida,33012,South,KB-16585-0
KB-16585,Ken Black,Corporate,United States,Seattle,Washington,98115,West,KB-16585-1
SH-20635,Stefanie Holloman,Corporate,United States,Jackson,Tennessee,38301,South,SH-20635-0
SH-20635,Stefanie Holloman,Corporate,United States,Sacramento,California,95823,West,SH-20635-1
SR-20740,Steven Roelle,Home Office,United States,Seattle,Washington,98103,West,SR-20740-0
CA-11965,Carol Adams,Corporate,United States,Los Angeles,California,90036,West,CA-11965-0
CA-11965,Carol Adams,Corporate,United States,Port Arthur,Texas,77642,Central,CA-11965-1
CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,CA-11965-2
CD-11920,Carlos Daly,Consumer,United States,Lake Elsinore,California,92530,West,CD-11920-0
CD-11920,Carlos Daly,Consumer,United States,New York City,New York,10035,East,CD-11920-1
CD-11920,Carlos Daly,Consumer,United States,Wichita,Kansas,67212,Central,CD-11920-2
CD-12280,Christina DeMoss,Consumer,United States,New York City,New York,10024,East,CD-12280-0
KH-16330,Katharine Harms,Corporate,United States,Bowling Green,Kentucky,42104,South,KH-16330-0
KH-16330,Katharine Harms,Corporate,United States,Highland Park,Illinois,60035,Central,KH-16330-1
KH-16330,Katharine Harms,Corporate,United States,New York City,New York,10035,East,KH-16330-2
KH-16330,Katharine Harms,Corporate,United States,Newark,Ohio,43055,East,KH-16330-3
MR-17545,Mathew Reese,Home Office,United States,Philadelphia,Pennsylvania,19140,East,MR-17545-0
NF-18385,Natalie Fritzler,Consumer,United States,Charlotte,North Carolina,28205,South,NF-18385-0
NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,NF-18385-1
NF-18385,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521,Central,NF-18385-2
NF-18385,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,39212,South,NF-18385-3
NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,NF-18385-4
NF-18385,Natalie Fritzler,Consumer,United States,Wheeling,West Virginia,26003,East,NF-18385-5
SC-20845,Sung Chung,Consumer,United States,Louisville,Colorado,80027,West,SC-20845-0
SM-20950,Suzanne McNair,Corporate,United States,Broomfield,Colorado,80020,West,SM-20950-0
SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10011,East,SM-20950-1
SM-20950,Suzanne McNair,Corporate,United States,New York City,New York,10035,East,SM-20950-2
SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,19134,East,SM-20950-3
TB-21400,Tom Boeckenhauer,Consumer,United States,Miami,Florida,33180,South,TB-21400-0
TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,TB-21400-1
TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,TB-21400-2
TZ-21580,Tracy Zic,Consumer,United States,Lakewood,California,90712,West,TZ-21580-0
TZ-21580,Tracy Zic,Consumer,United States,Louisville,Colorado,80027,West,TZ-21580-1
KC-16540,Kelly Collister,Consumer,United States,Newark,Ohio,43055,East,KC-16540-0
BP-11095,Bart Pistole,Corporate,United States,New York City,New York,10024,East,BP-11095-0
BT-11680,Brian Thompson,Consumer,United States,Clinton,Maryland,20735,East,BT-11680-0
BT-11680,Brian Thompson,Consumer,United States,Fort Lauderdale,Florida,33311,South,BT-11680-1
BT-11680,Brian Thompson,Consumer,United States,Newark,Ohio,43055,East,BT-11680-2
CL-11890,Carl Ludwig,Consumer,United States,Everett,Massachusetts,2149,East,CL-11890-0
CL-11890,Carl Ludwig,Consumer,United States,San Francisco,California,94122,West,CL-11890-1
CV-12805,Cynthia Voltz,Corporate,United States,Fort Worth,Texas,76106,Central,CV-12805-0
CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10024,East,CV-12805-1
CV-12805,Cynthia Voltz,Corporate,United States,New York City,New York,10035,East,CV-12805-2
CV-12805,Cynthia Voltz,Corporate,United States,Philadelphia,Pennsylvania,19120,East,CV-12805-3
DL-13330,Denise Leinenbach,Consumer,United States,Las Cruces,New Mexico,88001,West,DL-13330-0
JR-15670,Jim Radford,Consumer,United States,Colorado Springs,Colorado,80906,West,JR-15670-0
RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,RB-19795-0
SP-20650,Stephanie Phelps,Corporate,United States,Chicago,Illinois,60623,Central,SP-20650-0
VP-21760,Victoria Pisteka,Corporate,United States,Columbia,Tennessee,38401,South,VP-21760-0
VP-21760,Victoria Pisteka,Corporate,United States,Columbus,Ohio,43229,East,VP-21760-1
VP-21760,Victoria Pisteka,Corporate,United States,New York City,New York,10035,East,VP-21760-2
VP-21760,Victoria Pisteka,Corporate,United States,San Francisco,California,94109,West,VP-21760-3
AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90004,West,AT-10435-0
AT-10435,Alyssa Tate,Home Office,United States,Los Angeles,California,90045,West,AT-10435-1
DJ-13510,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,DJ-13510-0
DJ-13510,Don Jones,Corporate,United States,Philadelphia,Pennsylvania,19140,East,DJ-13510-1
DJ-13510,Don Jones,Corporate,United States,San Diego,California,92037,West,DJ-13510-2
DJ-13510,Don Jones,Corporate,United States,San Francisco,California,94110,West,DJ-13510-3
JK-16120,Julie Kriz,Home Office,United States,Aurora,Illinois,60505,Central,JK-16120-0
JK-16120,Julie Kriz,Home Office,United States,Austin,Texas,78745,Central,JK-16120-1
JK-16120,Julie Kriz,Home Office,United States,Chicago,Illinois,60653,Central,JK-16120-2
JK-16120,Julie Kriz,Home Office,United States,New York City,New York,10009,East,JK-16120-3
JK-16120,Julie Kriz,Home Office,United States,Philadelphia,Pennsylvania,19134,East,JK-16120-4
JL-15175,James Lanier,Home Office,United States,Chandler,Arizona,85224,West,JL-15175-0
JM-15265,Janet Molinari,Corporate,United States,Canton,Michigan,48187,Central,JM-15265-0
JM-15265,Janet Molinari,Corporate,United States,Chicago,Illinois,60653,Central,JM-15265-1
JM-15265,Janet Molinari,Corporate,United States,Los Angeles,California,90036,West,JM-15265-2
JM-15265,Janet Molinari,Corporate,United States,Seattle,Washington,98115,West,JM-15265-3
JM-15655,Jim Mitchum,Corporate,United States,Los Angeles,California,90032,West,JM-15655-0
MH-17785,Maya Herman,Corporate,United States,New York City,New York,10035,East,MH-17785-0
MH-17785,Maya Herman,Corporate,United States,San Diego,California,92105,West,MH-17785-1
MH-17785,Maya Herman,Corporate,United States,Seattle,Washington,98105,West,MH-17785-2
NS-18640,Noel Staavos,Corporate,United States,Columbus,Ohio,43229,East,NS-18640-0
NS-18640,Noel Staavos,Corporate,United States,Houston,Texas,77041,Central,NS-18640-1
NS-18640,Noel Staavos,Corporate,United States,Jacksonville,North Carolina,28540,South,NS-18640-2
NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,90049,West,NS-18640-3
NS-18640,Noel Staavos,Corporate,United States,New York City,New York,10009,East,NS-18640-4
NS-18640,Noel Staavos,Corporate,United States,San Francisco,California,94109,West,NS-18640-5
RW-19540,Rick Wilson,Corporate,United States,Detroit,Michigan,48234,Central,RW-19540-0
RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,90008,West,RW-19540-1
RW-19540,Rick Wilson,Corporate,United States,Los Angeles,California,90049,West,RW-19540-2
RW-19540,Rick Wilson,Corporate,United States,Seattle,Washington,98103,West,RW-19540-3
BC-11125,Becky Castell,Home Office,United States,El Cajon,California,92020,West,BC-11125-0
BC-11125,Becky Castell,Home Office,United States,New York City,New York,10011,East,BC-11125-1
BC-11125,Becky Castell,Home Office,United States,Odessa,Texas,79762,Central,BC-11125-2
BC-11125,Becky Castell,Home Office,United States,Peoria,Arizona,85345,West,BC-11125-3
BC-11125,Becky Castell,Home Office,United States,San Francisco,California,94109,West,BC-11125-4
BC-11125,Becky Castell,Home Office,United States,Troy,New York,12180,East,BC-11125-5
CP-12340,Christine Phan,Corporate,United States,Los Angeles,California,90049,West,CP-12340-0
CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,CP-12340-1
CC-12145,Charles Crestani,Consumer,United States,El Paso,Texas,79907,Central,CC-12145-0
CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,CC-12145-1
CC-12145,Charles Crestani,Consumer,United States,San Diego,California,92105,West,CC-12145-2
DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,DK-13375-0
DK-13375,Dennis Kane,Consumer,United States,Seattle,Washington,98105,West,DK-13375-1
